data_venda,id_pedido,produto,categoria,quantidade,preco_unitario,receita_total,regiao,metodo_pagamento,cliente_tipo
2024-05-22,PED00793,Lenovo Tab P11,Tablets,1,1800,1800,Norte,PIX,Novo
2024-05-08,PED00794,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Crédito,Recorrente
2024-03-28,PED00795,Samsung Tab S9,Tablets,2,3500,7000,Norte,Cartão de Débito,Recorrente
2024-09-27,PED00796,Samsung Galaxy S23,Smartphones,2,4200,8400,Centro,Cartão de Crédito,Recorrente
2024-07-16,PED00797,Amazon Fire HD,Tablets,1,850,850,Leste,Cartão de Crédito,Novo
2024-09-14,PED00798,iPhone 14,Smartphones,1,3500,3500,Oeste,Cartão de Crédito,Recorrente
2024-12-02,PED00799,Lenovo ThinkPad,Laptops,1,5800,5800,Oeste,PIX,Recorrente
2024-03-14,PED00800,iPhone 14,Smartphones,1,3500,3500,Centro,Cartão de Débito,Recorrente
2024-11-03,PED00801,Asus ROG,Laptops,1,9500,9500,Leste,Boleto,Recorrente
2024-08-27,PED00802,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Norte,Cartão de Crédito,Recorrente
2024-10-09,PED00803,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Boleto,Novo
2024-01-10,PED00804,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Cartão de Crédito,Novo
2024-02-18,PED00805,Xiaomi Band 8,Smartwatches,1,350,350,Norte,PIX,Novo
2024-07-19,PED00806,Asus ROG,Laptops,1,9500,9500,Norte,Cartão de Débito,Recorrente
2024-10-07,PED00807,iPhone 14,Smartphones,2,3500,7000,Norte,Boleto,Recorrente
2024-02-06,PED00808,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Cartão de Crédito,Recorrente
2024-10-15,PED00809,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,Cartão de Débito,Recorrente
2024-09-13,PED00810,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,Boleto,Novo
2024-07-13,PED00811,Samsung Buds,Fones de Ouvido,1,650,650,Sul,PIX,Recorrente
2024-01-22,PED00812,Motorola Edge 40,Smartphones,2,2200,4400,Centro,PIX,Recorrente
2024-08-19,PED00813,AirPods Pro,Fones de Ouvido,2,1800,3600,Norte,Boleto,Recorrente
2024-07-10,PED00814,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,PIX,Recorrente
2024-01-10,PED00815,Samsung Tab S9,Tablets,1,3500,3500,Centro,Boleto,Novo
2024-02-16,PED00816,Samsung Buds,Fones de Ouvido,1,650,650,Sul,Cartão de Débito,Recorrente
2024-06-24,PED00817,Dell XPS 15,Laptops,1,7200,7200,Sul,Cartão de Crédito,Novo
2024-09-11,PED00818,Lenovo ThinkPad,Laptops,2,5800,11600,Norte,Cartão de Crédito,Novo
2024-07-28,PED00819,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Novo
2024-05-23,PED00820,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Crédito,Novo
2024-04-01,PED00821,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-03-14,PED00822,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,Cartão de Crédito,Recorrente
2024-01-04,PED00823,Motorola Edge 40,Smartphones,1,2200,2200,Sul,Cartão de Crédito,Recorrente
2024-08-22,PED00824,Amazon Fire HD,Tablets,1,850,850,Centro,Cartão de Débito,Novo
2024-10-21,PED00825,JBL Tune 510,Fones de Ouvido,1,280,280,Norte,Boleto,Recorrente
2024-04-16,PED00826,Xiaomi Band 8,Smartwatches,2,350,700,Norte,PIX,Recorrente
2024-01-09,PED00827,Xiaomi 13,Smartphones,1,2800,2800,Oeste,PIX,Novo
2024-10-11,PED00828,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Boleto,Novo
2024-04-25,PED00829,iPhone 14,Smartphones,2,3500,7000,Oeste,Boleto,Novo
2024-03-14,PED00830,MacBook Air M2,Laptops,2,8500,17000,Norte,PIX,Recorrente
2024-11-21,PED00831,Garmin Forerunner,Smartwatches,2,2200,4400,Norte,Boleto,Recorrente
2024-05-06,PED00832,AirPods Pro,Fones de Ouvido,1,1800,1800,Sul,Cartão de Crédito,Novo
2024-10-12,PED00833,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,Cartão de Débito,Recorrente
2024-08-24,PED00834,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Débito,Recorrente
2024-09-03,PED00835,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,Cartão de Crédito,Recorrente
2024-01-18,PED00836,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Novo
2024-01-16,PED00837,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Boleto,Recorrente
2024-02-20,PED00838,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,Boleto,Novo
2024-09-03,PED00839,Xiaomi 13,Smartphones,1,2800,2800,Sul,PIX,Recorrente
2024-12-07,PED00840,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Cartão de Crédito,Novo
2024-05-12,PED00841,MacBook Air M2,Laptops,1,8500,8500,Centro,PIX,Novo
2024-07-06,PED00842,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Sul,PIX,Novo
2024-10-10,PED00843,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Cartão de Débito,Novo
2024-11-09,PED00844,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,Cartão de Débito,Novo
2024-02-02,PED00845,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Boleto,Novo
2024-11-06,PED00846,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,PIX,Novo
2024-09-11,PED00847,Asus ROG,Laptops,1,9500,9500,Centro,Boleto,Recorrente
2024-12-19,PED00848,Samsung Buds,Fones de Ouvido,3,650,1950,Leste,Cartão de Débito,Novo
2024-07-14,PED00849,Samsung Tab S9,Tablets,2,3500,7000,Centro,PIX,Recorrente
2024-09-16,PED00850,JBL Tune 510,Fones de Ouvido,2,280,560,Norte,Cartão de Crédito,Recorrente
2024-08-19,PED00851,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,PIX,Recorrente
2024-10-13,PED00852,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Débito,Recorrente
2024-12-25,PED00853,Garmin Forerunner,Smartwatches,2,2200,4400,Leste,Cartão de Crédito,Recorrente
2024-06-18,PED00854,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,Cartão de Débito,Novo
2024-06-01,PED00855,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,PIX,Novo
2024-02-01,PED00856,JBL Tune 510,Fones de Ouvido,2,280,560,Sul,Cartão de Crédito,Recorrente
2024-10-27,PED00857,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,PIX,Recorrente
2024-02-15,PED00858,Amazon Fire HD,Tablets,1,850,850,Norte,PIX,Recorrente
2024-04-16,PED00859,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Novo
2024-08-13,PED00860,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Crédito,Recorrente
2024-08-11,PED00861,Motorola Edge 40,Smartphones,2,2200,4400,Norte,Boleto,Recorrente
2024-11-11,PED00862,Dell XPS 15,Laptops,1,7200,7200,Leste,Cartão de Crédito,Novo
2024-04-10,PED00863,Amazon Fire HD,Tablets,1,850,850,Oeste,Boleto,Recorrente
2024-01-27,PED00864,Samsung Galaxy S23,Smartphones,2,4200,8400,Oeste,Boleto,Novo
2024-03-26,PED00865,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Boleto,Novo
2024-03-19,PED00866,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Boleto,Novo
2024-12-24,PED00867,MacBook Air M2,Laptops,2,8500,17000,Leste,PIX,Novo
2024-11-01,PED00868,Xiaomi Band 8,Smartwatches,2,350,700,Leste,Boleto,Recorrente
2024-08-03,PED00869,Dell XPS 15,Laptops,1,7200,7200,Norte,Cartão de Crédito,Novo
2024-03-20,PED00870,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,PIX,Novo
2024-02-11,PED00871,AirPods Pro,Fones de Ouvido,3,1800,5400,Sul,PIX,Recorrente
2024-09-20,PED00872,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Norte,Cartão de Débito,Novo
2024-09-20,PED00873,Dell XPS 15,Laptops,2,7200,14400,Sul,Cartão de Crédito,Recorrente
2024-08-08,PED00874,MacBook Air M2,Laptops,1,8500,8500,Centro,PIX,Recorrente
2024-09-04,PED00875,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-04-01,PED00876,Samsung Buds,Fones de Ouvido,3,650,1950,Oeste,Boleto,Novo
2024-04-15,PED00877,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Boleto,Recorrente
2024-02-03,PED00878,JBL Tune 510,Fones de Ouvido,3,280,840,Centro,Cartão de Crédito,Recorrente
2024-03-09,PED00879,Lenovo Tab P11,Tablets,2,1800,3600,Norte,Boleto,Novo
2024-12-22,PED00880,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Boleto,Novo
2024-08-02,PED00881,Dell XPS 15,Laptops,2,7200,14400,Sul,Boleto,Novo
2024-09-03,PED00882,Asus ROG,Laptops,1,9500,9500,Oeste,Cartão de Débito,Recorrente
2024-12-22,PED00883,JBL Tune 510,Fones de Ouvido,2,280,560,Leste,Cartão de Débito,Recorrente
2024-04-20,PED00884,MacBook Air M2,Laptops,2,8500,17000,Leste,PIX,Recorrente
2024-11-05,PED00885,Dell XPS 15,Laptops,1,7200,7200,Centro,Boleto,Novo
2024-03-19,PED00886,iPad Air,Tablets,1,4200,4200,Centro,PIX,Recorrente
2024-06-07,PED00887,iPhone 14,Smartphones,2,3500,7000,Norte,Cartão de Débito,Recorrente
2024-01-24,PED00888,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Novo
2024-02-08,PED00889,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,PIX,Recorrente
2024-03-09,PED00890,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Centro,Cartão de Crédito,Recorrente
2024-01-02,PED00891,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Débito,Recorrente
2024-08-16,PED00892,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Leste,PIX,Recorrente
2024-05-08,PED00893,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Débito,Recorrente
2024-07-18,PED00894,Amazon Fire HD,Tablets,1,850,850,Centro,PIX,Novo
2024-06-16,PED00895,Xiaomi Band 8,Smartwatches,2,350,700,Sul,Cartão de Débito,Recorrente
2024-07-20,PED00896,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Cartão de Crédito,Recorrente
2024-06-06,PED00897,Xiaomi 13,Smartphones,1,2800,2800,Norte,PIX,Recorrente
2024-09-08,PED00898,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Crédito,Recorrente
2024-02-25,PED00899,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Boleto,Novo
2024-08-18,PED00900,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Boleto,Novo
2024-02-27,PED00901,Asus ROG,Laptops,1,9500,9500,Oeste,Boleto,Recorrente
2024-07-19,PED00902,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Recorrente
2024-03-14,PED00903,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Boleto,Recorrente
2024-12-01,PED00904,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Cartão de Débito,Recorrente
2024-12-28,PED00905,AirPods Pro,Fones de Ouvido,1,1800,1800,Norte,Cartão de Débito,Recorrente
2024-08-11,PED00906,iPhone 14,Smartphones,1,3500,3500,Leste,Cartão de Crédito,Recorrente
2024-08-28,PED00907,Dell XPS 15,Laptops,2,7200,14400,Centro,PIX,Novo
2024-03-04,PED00908,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,PIX,Recorrente
2024-02-05,PED00909,MacBook Air M2,Laptops,2,8500,17000,Leste,Cartão de Débito,Recorrente
2024-05-28,PED00910,Samsung Buds,Fones de Ouvido,2,650,1300,Norte,PIX,Recorrente
2024-07-24,PED00911,Dell XPS 15,Laptops,1,7200,7200,Norte,Cartão de Débito,Novo
2024-04-13,PED00912,MacBook Air M2,Laptops,1,8500,8500,Oeste,Cartão de Débito,Recorrente
2024-03-07,PED00913,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Recorrente
2024-08-23,PED00914,Samsung Buds,Fones de Ouvido,1,650,650,Leste,PIX,Recorrente
2024-02-28,PED00915,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,Cartão de Crédito,Recorrente
2024-04-23,PED00916,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,PIX,Recorrente
2024-01-04,PED00917,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,PIX,Recorrente
2024-09-15,PED00918,iPad Air,Tablets,1,4200,4200,Oeste,PIX,Recorrente
2024-05-16,PED00919,AirPods Pro,Fones de Ouvido,2,1800,3600,Oeste,PIX,Novo
2024-11-11,PED00920,Asus ROG,Laptops,1,9500,9500,Sul,Cartão de Crédito,Recorrente
2024-12-04,PED00921,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,PIX,Recorrente
2024-06-08,PED00922,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Centro,PIX,Recorrente
2024-03-20,PED00923,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Crédito,Novo
2024-10-25,PED00924,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,Boleto,Recorrente
2024-12-23,PED00925,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,Boleto,Recorrente
2024-09-19,PED00926,iPad Air,Tablets,1,4200,4200,Oeste,Cartão de Crédito,Novo
2024-02-02,PED00927,Amazon Fire HD,Tablets,1,850,850,Norte,PIX,Novo
2024-03-21,PED00928,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Novo
2024-12-04,PED00929,MacBook Air M2,Laptops,1,8500,8500,Sul,Cartão de Crédito,Recorrente
2024-08-09,PED00930,Garmin Forerunner,Smartwatches,2,2200,4400,Centro,PIX,Novo
2024-08-10,PED00931,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Novo
2024-07-27,PED00932,AirPods Pro,Fones de Ouvido,2,1800,3600,Sul,Boleto,Novo
2024-02-24,PED00933,Lenovo Tab P11,Tablets,1,1800,1800,Norte,PIX,Recorrente
2024-04-23,PED00934,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Débito,Recorrente
2024-04-12,PED00935,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,Cartão de Crédito,Recorrente
2024-11-26,PED00936,Samsung Buds,Fones de Ouvido,2,650,1300,Norte,PIX,Recorrente
2024-05-21,PED00937,Amazon Fire HD,Tablets,1,850,850,Norte,Boleto,Recorrente
2024-11-04,PED00938,Xiaomi Band 8,Smartwatches,1,350,350,Leste,PIX,Novo
2024-03-27,PED00939,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Cartão de Débito,Novo
2024-01-11,PED00940,Asus ROG,Laptops,1,9500,9500,Norte,Cartão de Débito,Recorrente
2024-12-20,PED00941,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Débito,Recorrente
2024-07-18,PED00942,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Boleto,Recorrente
2024-12-22,PED00943,Xiaomi Band 8,Smartwatches,2,350,700,Norte,Boleto,Novo
2024-08-11,PED00944,MacBook Air M2,Laptops,1,8500,8500,Leste,PIX,Recorrente
2024-07-27,PED00945,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Boleto,Recorrente
2024-03-01,PED00946,Asus ROG,Laptops,2,9500,19000,Oeste,Boleto,Recorrente
2024-01-12,PED00947,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-11-21,PED00948,Garmin Forerunner,Smartwatches,2,2200,4400,Centro,PIX,Recorrente
2024-02-02,PED00949,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Débito,Recorrente
2024-08-11,PED00950,Xiaomi 13,Smartphones,1,2800,2800,Sul,Boleto,Novo
2024-02-03,PED00951,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Crédito,Recorrente
2024-03-12,PED00952,Motorola Edge 40,Smartphones,2,2200,4400,Centro,PIX,Novo
2024-08-06,PED00953,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Crédito,Novo
2024-07-20,PED00954,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Recorrente
2024-06-24,PED00955,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,PIX,Recorrente
2024-01-23,PED00956,iPhone 14,Smartphones,1,3500,3500,Oeste,Boleto,Recorrente
2024-08-16,PED00957,Asus ROG,Laptops,1,9500,9500,Leste,Cartão de Crédito,Recorrente
2024-03-07,PED00958,MacBook Air M2,Laptops,1,8500,8500,Sul,Cartão de Crédito,Novo
2024-03-09,PED00959,Xiaomi 13,Smartphones,1,2800,2800,Leste,PIX,Novo
2024-11-23,PED00960,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,PIX,Novo
2024-07-17,PED00961,Garmin Forerunner,Smartwatches,1,2200,2200,Oeste,Cartão de Débito,Recorrente
2024-08-10,PED00962,AirPods Pro,Fones de Ouvido,1,1800,1800,Norte,PIX,Recorrente
2024-08-27,PED00963,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Crédito,Recorrente
2024-01-17,PED00964,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,PIX,Recorrente
2024-12-27,PED00965,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Cartão de Crédito,Recorrente
2024-04-24,PED00966,Amazon Fire HD,Tablets,1,850,850,Sul,Cartão de Débito,Recorrente
2024-08-17,PED00967,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Boleto,Recorrente
2024-07-17,PED00968,Xiaomi Band 8,Smartwatches,1,350,350,Centro,PIX,Recorrente
2024-01-21,PED00969,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,Cartão de Crédito,Novo
2024-07-02,PED00970,Dell XPS 15,Laptops,1,7200,7200,Norte,PIX,Recorrente
2024-03-04,PED00971,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Novo
2024-07-12,PED00972,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Débito,Recorrente
2024-01-28,PED00973,MacBook Air M2,Laptops,2,8500,17000,Sul,PIX,Recorrente
2024-09-25,PED00974,iPhone 14,Smartphones,2,3500,7000,Centro,PIX,Recorrente
2024-12-11,PED00975,Amazon Fire HD,Tablets,1,850,850,Leste,PIX,Recorrente
2024-05-05,PED00976,iPad Air,Tablets,1,4200,4200,Sul,PIX,Novo
2024-03-06,PED00977,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Novo
2024-02-21,PED00978,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,Boleto,Recorrente
2024-09-12,PED00979,Asus ROG,Laptops,2,9500,19000,Leste,PIX,Novo
2024-07-05,PED00980,iPhone 14,Smartphones,1,3500,3500,Centro,PIX,Recorrente
2024-07-26,PED00981,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Recorrente
2024-04-21,PED00982,iPad Air,Tablets,1,4200,4200,Oeste,Boleto,Recorrente
2024-02-14,PED00983,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Centro,PIX,Novo
2024-12-05,PED00984,iPad Air,Tablets,1,4200,4200,Oeste,Boleto,Recorrente
2024-06-06,PED00985,Samsung Buds,Fones de Ouvido,3,650,1950,Norte,Cartão de Débito,Recorrente
2024-07-01,PED00986,iPad Air,Tablets,1,4200,4200,Centro,Cartão de Crédito,Recorrente
2024-09-23,PED00987,JBL Tune 510,Fones de Ouvido,1,280,280,Leste,PIX,Recorrente
2024-05-14,PED00988,MacBook Air M2,Laptops,1,8500,8500,Centro,Cartão de Crédito,Novo
2024-01-24,PED00989,iPad Air,Tablets,2,4200,8400,Sul,Cartão de Débito,Recorrente
2024-12-22,PED00990,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Novo
2024-11-10,PED00991,Dell XPS 15,Laptops,2,7200,14400,Leste,Boleto,Recorrente
2024-11-16,PED00992,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-06-15,PED00993,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Centro,PIX,Recorrente
2024-05-19,PED00994,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,PIX,Recorrente
2024-01-05,PED00995,Dell XPS 15,Laptops,2,7200,14400,Norte,Cartão de Débito,Recorrente
2024-10-01,PED00996,Amazon Fire HD,Tablets,2,850,1700,Oeste,Cartão de Crédito,Novo
2024-08-16,PED00997,Lenovo Tab P11,Tablets,2,1800,3600,Oeste,Cartão de Crédito,Recorrente
2024-06-01,PED00998,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,Boleto,Recorrente
2024-07-24,PED00999,MacBook Air M2,Laptops,1,8500,8500,Norte,PIX,Novo
2024-04-18,PED01000,MacBook Air M2,Laptops,1,8500,8500,Leste,PIX,Recorrente
2024-02-09,PED01001,Xiaomi 13,Smartphones,1,2800,2800,Centro,Boleto,Novo
2024-12-01,PED01002,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,Boleto,Recorrente
2024-08-23,PED01003,Dell XPS 15,Laptops,2,7200,14400,Centro,Boleto,Recorrente
2024-03-20,PED01004,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,PIX,Recorrente
2024-11-25,PED01005,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,PIX,Novo
2024-03-10,PED01006,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Cartão de Débito,Recorrente
2024-10-20,PED01007,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,PIX,Novo
2024-11-28,PED01008,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,Boleto,Novo
2024-02-08,PED01009,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Recorrente
2024-07-21,PED01010,JBL Tune 510,Fones de Ouvido,3,280,840,Leste,Cartão de Débito,Novo
2024-02-28,PED01011,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,Boleto,Recorrente
2024-09-12,PED01012,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Boleto,Novo
2024-07-26,PED01013,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Crédito,Recorrente
2024-04-09,PED01014,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,PIX,Recorrente
2024-04-26,PED01015,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Cartão de Débito,Recorrente
2024-12-27,PED01016,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Norte,PIX,Recorrente
2024-04-21,PED01017,Garmin Forerunner,Smartwatches,2,2200,4400,Centro,Boleto,Recorrente
2024-05-09,PED01018,Samsung Tab S9,Tablets,1,3500,3500,Centro,Boleto,Recorrente
2024-12-24,PED01019,iPhone 14,Smartphones,2,3500,7000,Norte,Cartão de Débito,Recorrente
2024-09-25,PED01020,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Cartão de Crédito,Novo
2024-07-27,PED01021,MacBook Air M2,Laptops,1,8500,8500,Norte,PIX,Recorrente
2024-09-05,PED01022,MacBook Air M2,Laptops,2,8500,17000,Sul,Cartão de Débito,Novo
2024-02-03,PED01023,Asus ROG,Laptops,1,9500,9500,Leste,Cartão de Crédito,Recorrente
2024-09-24,PED01024,MacBook Air M2,Laptops,2,8500,17000,Leste,Cartão de Crédito,Novo
2024-03-22,PED01025,Motorola Edge 40,Smartphones,1,2200,2200,Leste,PIX,Recorrente
2024-01-27,PED01026,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Novo
2024-02-14,PED01027,Motorola Edge 40,Smartphones,1,2200,2200,Sul,PIX,Novo
2024-05-16,PED01028,JBL Tune 510,Fones de Ouvido,3,280,840,Sul,Boleto,Recorrente
2024-05-10,PED01029,Samsung Buds,Fones de Ouvido,2,650,1300,Sul,Cartão de Crédito,Recorrente
2024-03-03,PED01030,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,PIX,Novo
2024-11-03,PED01031,iPhone 14,Smartphones,2,3500,7000,Leste,Cartão de Débito,Novo
2024-06-02,PED01032,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Débito,Recorrente
2024-08-22,PED01033,Samsung Buds,Fones de Ouvido,2,650,1300,Centro,PIX,Recorrente
2024-07-02,PED01034,MacBook Air M2,Laptops,2,8500,17000,Norte,Cartão de Débito,Recorrente
2024-08-17,PED01035,Asus ROG,Laptops,1,9500,9500,Leste,PIX,Novo
2024-01-22,PED01036,Samsung Galaxy S23,Smartphones,2,4200,8400,Oeste,Cartão de Crédito,Recorrente
2024-04-15,PED01037,Xiaomi 13,Smartphones,1,2800,2800,Leste,PIX,Novo
2024-12-23,PED01038,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Cartão de Débito,Novo
2024-07-11,PED01039,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Boleto,Novo
2024-02-28,PED01040,iPhone 14,Smartphones,1,3500,3500,Norte,Cartão de Débito,Recorrente
2024-12-20,PED01041,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Boleto,Novo
2024-08-17,PED01042,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,Cartão de Crédito,Recorrente
2024-03-20,PED01043,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Crédito,Recorrente
2024-10-28,PED01044,Samsung Tab S9,Tablets,1,3500,3500,Norte,PIX,Recorrente
2024-03-25,PED01045,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,PIX,Novo
2024-07-24,PED01046,Motorola Edge 40,Smartphones,2,2200,4400,Centro,PIX,Recorrente
2024-12-17,PED01047,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Recorrente
2024-12-06,PED01048,iPad Air,Tablets,2,4200,8400,Sul,Boleto,Recorrente
2024-06-24,PED01049,AirPods Pro,Fones de Ouvido,3,1800,5400,Norte,PIX,Recorrente
2024-06-10,PED01050,iPhone 14,Smartphones,1,3500,3500,Centro,Cartão de Débito,Novo
2024-02-14,PED01051,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Cartão de Débito,Novo
2024-11-17,PED01052,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Boleto,Recorrente
2024-12-08,PED01053,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Crédito,Recorrente
2024-11-03,PED01054,Lenovo Tab P11,Tablets,2,1800,3600,Sul,PIX,Recorrente
2024-11-20,PED01055,Xiaomi 13,Smartphones,2,2800,5600,Leste,Boleto,Recorrente
2024-12-24,PED01056,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Boleto,Novo
2024-03-17,PED01057,Motorola Edge 40,Smartphones,1,2200,2200,Sul,PIX,Recorrente
2024-12-23,PED01058,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Débito,Novo
2024-01-26,PED01059,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Crédito,Recorrente
